862115,2024-12-05 16:06:23,OPEN,,
3937d9,2024-12-05 16:47:41,TEST,motouber,0
e18644,2024-12-05 16:51:39,TEST,motouber,0
32142d,2024-12-05 16:56:32,TEST,motouber,0
51f1c5,2024-12-05 16:56:34,TEST,motouber,0
6af909,2024-12-05 16:56:39,TEST,motouber,0
8e48f8,2024-12-05 16:56:46,TEST,motouber,0
f0a234,2024-12-05 16:57:12,TEST,motouber,0
2a9615,2024-12-05 16:57:26,TEST,motouber,12
6c3afa,2024-12-05 16:59:52,TEST,motouber,12
b26d95,2024-12-05 16:59:54,TEST,motouber,12
4cdb57,2024-12-05 17:01:00,TEST,motouber,12
6753c0,2024-12-05 17:09:47,TEST,motouber,12
6ab193,2024-12-05 17:09:48,TEST,motouber,12
7a2f05,2024-12-05 17:10:48,TEST,motouber,12
be0f57,2024-12-05 17:11:35,TEST,motouber,12
e5736a,2024-12-05 17:12:27,TEST,motouber,12
e00caa,2024-12-05 17:13:29,TEST,motouber,12
c1ee79,2024-12-05 17:13:53,TEST,motouber,0
3a1383,2024-12-05 17:14:56,TEST,motouber,12
c5ad0d,2024-12-05 17:15:31,TEST,motouber,12
517624,2024-12-05 17:15:54,TEST,motouber,0
427705,2024-12-05 17:16:12,TEST,motouber,12
3be052,2024-12-05 17:18:52,TEST,motouber,12
9f9615,2024-12-05 17:19:32,TEST,motouber,12
140ab3,2024-12-05 17:19:47,TEST,motouber,0
3ae84f,2024-12-05 17:20:59,TEST,motouber,12
8de9da,2024-12-05 17:21:01,TEST,motouber,12
0fcbd6,2024-12-05 17:21:03,TEST,motouber,12
a90b34,2024-12-05 17:25:07,TEST,motouber,12
73a759,2024-12-05 17:28:41,TEST,motouber,12
f9dc7b,2024-12-05 17:29:05,TEST,motouber,12
acf427,2024-12-05 17:29:22,TEST,motouber,12
16d20d,2024-12-05 17:30:46,TEST,motouber,12
170a4d,2024-12-05 17:31:01,TEST,motouber,12
b3d7ae,2024-12-05 17:33:54,TEST,motouber,12
c6929f,2024-12-05 17:33:56,TEST,motouber,12
d7065c,2024-12-05 17:37:25,TEST,motouber,12
f4f659,2024-12-05 17:39:40,TEST,motouber,12
059108,2024-12-05 17:40:46,TEST,motouber,12
e2910a,2024-12-05 17:41:15,TEST,motouber,12
8bfadf,2024-12-05 17:41:38,TEST,motouber,12
1aa855,2024-12-05 17:41:42,TEST,motouber,12
e7e277,2024-12-05 17:44:03,TEST,motouber,12
88b853,2024-12-05 17:44:05,TEST,motouber,12
0def31,2024-12-05 17:44:22,TEST,motouber,12
51e025,2024-12-05 17:47:08,TEST,motouber,12
0f3d9a,2024-12-05 17:47:51,TEST,motouber,COMP
a19aca,2024-12-05 17:47:53,TEST,motouber,COMP
795b38,2024-12-05 17:48:45,TEST,motouber,COMP
4fbdbb,2024-12-05 17:49:01,TEST,motouber,0
5ccf83,2024-12-05 17:49:55,TEST,motouber,0
66b9c6,2024-12-05 17:49:56,TEST,motouber,0
89c91d,2024-12-05 17:50:40,TEST,motouber,0
f3803f,2024-12-05 17:50:41,TEST,motouber,0
bb4140,2024-12-05 17:51:01,TEST,motouber,0
dee166,2024-12-05 17:51:02,TEST,motouber,0
b0d384,2024-12-05 17:51:39,TEST,motouber,12
37016e,2024-12-05 17:52:32,TEST,motouber,12
ec6f68,2024-12-05 17:55:53,TEST,motouber,12
0c6ae8,2024-12-05 17:56:27,TEST,motouber,12
5721b6,2024-12-05 17:57:08,TEST,motouber,12
6afc29,2024-12-05 17:57:22,TEST,motouber,12
8443df,2024-12-05 17:58:12,TEST,motouber,12
f05b62,2024-12-05 17:58:23,TEST,motouber,12
a75d8b,2024-12-05 17:59:02,TEST,motouber,12
9f73d9,2024-12-05 18:00:25,TEST,motouber,12
09c80f,2024-12-05 18:01:06,TEST,motouber,12
16f64f,2024-12-05 18:01:24,TEST,motouber,12
151177,2024-12-05 18:04:09,TEST,motouber,12
15e91b,2024-12-05 22:09:27,OPEN,,
160afe,2024-12-05 22:09:35,TEST,motouber,12
d0037d,2024-12-05 22:23:56,TEST,motouber,12
6faa51,2024-12-05 22:29:46,TEST,motouber,12
ccb6b5,2024-12-05 22:57:43,TEST,motouber,12
79207d,2024-12-05 22:58:31,TEST,motouber,12
479f99,2024-12-05 22:58:33,TEST,motouber,12
a1bd18,2024-12-05 23:07:10,TEST,motouber,12
c30adf,2024-12-05 23:07:11,TEST,motouber,12
a2fca0,2024-12-05 23:12:36,TEST,motouber,12
0ee797,2024-12-05 23:19:36,TEST,motouber,12
3f7da8,2024-12-05 23:21:01,TEST,motouber,12
00b712,2024-12-05 23:21:03,TEST,motouber,12
753474,2024-12-05 23:23:01,TEST,motouber,12
8b28ad,2024-12-05 23:26:01,TEST,motouber,12
ee1b5d,2024-12-05 23:26:31,TEST,motouber,12
c19bd8,2024-12-05 23:26:33,TEST,motouber,12
8d855d,2024-12-05 23:27:14,TEST,motouber,12
3da1e7,2024-12-05 23:27:17,TEST,motouber,12
7fd0f0,2024-12-05 23:27:28,TEST,motouber,12
10bb3d,2024-12-05 23:27:43,TEST,motouber,12
66dc54,2024-12-05 23:27:45,TEST,motouber,12
d6ea27,2024-12-05 23:31:40,TEST,motouber,12
7e6d4e,2024-12-05 23:31:42,TEST,motouber,12
a1c691,2024-12-05 23:32:26,TEST,motouber,12
b4051d,2024-12-05 23:32:28,TEST,motouber,12
d15640,2024-12-05 23:35:35,TEST,motouber,12
d9c5a7,2024-12-05 23:36:24,TEST,motouber,12
cd4353,2024-12-05 23:37:37,TEST,motouber,25
ce2482,2024-12-05 23:38:01,TEST,motouber,62
8a627f,2024-12-05 23:47:10,TEST,motouber,62
06b3f6,2024-12-05 23:47:28,TEST,motouber,62
76f5cf,2024-12-05 23:52:43,TEST,motouber,62
1b08a6,2024-12-05 23:56:53,TEST,motouber,62
f7cb14,2024-12-05 23:57:25,TEST,motouber,62
f79fb0,2024-12-05 23:58:24,TEST,motouber,62
27c6d3,2024-12-06 00:00:01,TEST,motouber,62
1a0761,2024-12-06 00:00:36,TEST,motouber,62
f99f9f,2024-12-06 00:02:00,TEST,motouber,62
71dca1,2024-12-06 00:02:06,TEST,motouber,62
79bae3,2024-12-06 00:02:54,TEST,motouber,62
2c5c34,2024-12-06 00:03:15,TEST,motouber,62
27d90b,2024-12-06 00:04:10,TEST,motouber,62
0e1a35,2024-12-06 00:05:18,TEST,motouber,62
330632,2024-12-06 00:06:13,TEST,motouber,62
8ecb0c,2024-12-06 00:06:29,TEST,motouber,62
f7b6fa,2024-12-06 00:09:52,TEST,motouber,62
2e727b,2024-12-06 00:10:38,TEST,motouber,62
cd5384,2024-12-06 00:11:19,TEST,motouber,62
4db47a,2024-12-06 00:11:47,TEST,motouber,12
d6c205,2024-12-06 00:11:54,TEST,motouber,62
645284,2024-12-06 00:13:38,TEST,motouber,62
26240c,2024-12-06 00:15:07,TEST,motouber,62
0ec0f4,2024-12-06 00:15:42,TEST,motouber,62
18200c,2024-12-06 01:03:15,OPEN,,
59d1cc,2024-12-06 01:03:20,TEST,motouber,62
0a8b8e,2024-12-06 01:13:03,TEST,motouber,62
86ac70,2024-12-06 01:14:13,TEST,motouber,62
c6c104,2024-12-06 01:15:06,TEST,motouber,62
0b6cd7,2024-12-06 01:16:15,TEST,motouber,62
e05e32,2024-12-06 01:16:35,TEST,motouber,62
ccfaaf,2024-12-06 01:16:45,TEST,motouber,62
5f4231,2024-12-06 01:17:51,TEST,motouber,62
cbc93a,2024-12-06 01:18:18,TEST,motouber,62
cdf763,2024-12-06 01:20:27,TEST,motouber,62
b211bc,2024-12-06 01:21:02,TEST,motouber,75
71865d,2024-12-06 01:22:33,TEST,motouber,75
e57fbc,2024-12-06 01:23:27,TEST,motouber,75
7ccdb4,2024-12-06 01:23:36,TEST,motouber,62
190537,2024-12-06 01:23:47,TEST,motouber,75
167d6d,2024-12-06 01:28:53,TEST,motouber,75
1a3aa2,2024-12-06 01:29:30,TEST,motouber,75
72f2b6,2024-12-06 01:29:53,TEST,motouber,62
8860f3,2024-12-06 01:30:43,TEST,motouber,62
968eeb,2024-12-06 01:31:47,TEST,motouber,75
05a1ad,2024-12-06 01:32:10,TEST,motouber,62
59add0,2024-12-06 01:32:32,TEST,motouber,75
336440,2024-12-06 01:34:07,TEST,motouber,75
30e6f7,2024-12-06 01:39:03,TEST,motouber,62
a75d71,2024-12-06 01:39:12,TEST,motouber,75
8df760,2024-12-06 01:40:02,TEST,motouber,62
6cb8ac,2024-12-06 01:42:21,TEST,motouber,75
f785a2,2024-12-06 01:43:25,TEST,motouber,75
37f95d,2024-12-06 01:49:00,TEST,motouber,75
eee8b3,2024-12-06 01:52:41,TEST,motouber,75
d667d0,2024-12-06 01:52:55,TEST,motouber,75
528293,2024-12-06 01:53:33,TEST,motouber,87
3fd432,2024-12-06 01:55:18,TEST,motouber,87
d0ae76,2024-12-06 01:56:22,TEST,motouber,87
37e907,2024-12-06 01:57:07,TEST,motouber,87
a1bdaf,2024-12-06 01:58:01,TEST,motouber,87
185853,2024-12-06 01:58:23,TEST,motouber,87
34e331,2024-12-06 02:00:25,TEST,motouber,87
801e26,2024-12-06 02:00:55,TEST,motouber,87
2995aa,2024-12-06 02:01:27,TEST,motouber,87
8f2cda,2024-12-06 02:01:38,TEST,motouber,87
27d3c7,2024-12-06 02:03:02,TEST,motouber,87
aa6462,2024-12-06 02:03:40,TEST,motouber,87
d624ed,2024-12-06 02:03:58,TEST,motouber,87
24d7b5,2024-12-06 02:05:53,TEST,motouber,87
5ec588,2024-12-06 02:05:54,TEST,motouber,87
3fc6cc,2024-12-06 02:06:27,TEST,motouber,87
bb2edb,2024-12-06 02:07:08,TEST,motouber,87
0a5e5a,2024-12-06 02:07:25,TEST,motouber,87
7f7c1a,2024-12-06 02:07:28,TEST,motouber,50
1b28f6,2024-12-06 02:07:29,TEST,motouber,50
f9ef16,2024-12-06 02:07:39,TEST,motouber,87
e0f998,2024-12-06 02:07:40,TEST,motouber,87
fa8412,2024-12-06 02:07:41,TEST,motouber,87
2bbd4e,2024-12-06 02:07:51,TEST,motouber,87
de233f,2024-12-06 02:08:46,TEST,motouber,87
0ba213,2024-12-06 02:09:00,TEST,motouber,75
63f76a,2024-12-06 02:09:02,TEST,motouber,75
75b092,2024-12-06 02:09:25,TEST,motouber,75
5892b8,2024-12-06 02:10:45,TEST,motouber,75
eb9ea7,2024-12-06 02:10:46,TEST,motouber,75
ac8805,2024-12-06 02:10:51,TEST,motouber,87
7cc58a,2024-12-06 02:12:02,TEST,motouber,87
4d0783,2024-12-06 02:12:50,TEST,motouber,87
da30f0,2024-12-06 02:13:22,TEST,motouber,87
34cf1d,2024-12-06 02:14:50,TEST,motouber,87
b6513a,2024-12-06 02:16:04,TEST,motouber,87
1a7f7b,2024-12-06 02:16:54,TEST,motouber,87
282d42,2024-12-06 02:18:32,TEST,motouber,87
8fd1f2,2024-12-06 02:18:42,TEST,motouber,87
3ac7c9,2024-12-06 02:21:18,TEST,motouber,87
6f41be,2024-12-06 02:22:26,TEST,motouber,87
a72a65,2024-12-06 02:25:39,TEST,motouber,87
07e9fe,2024-12-06 02:35:15,TEST,motouber,87
8ab2ec,2024-12-06 02:37:08,TEST,motouber,87
84911f,2024-12-06 02:40:02,TEST,motouber,100
40a99a,2024-12-06 02:40:04,TEST,motouber,100
81c235,2024-12-06 15:26:16,OPEN,,
a5b259,2024-12-06 15:26:41,TEST,motouber,100
aeb998,2024-12-06 15:31:40,TEST,motouber,100
198c39,2024-12-06 15:31:41,TEST,motouber,100
bfe4f1,2024-12-06 15:31:43,TEST,motouber,100
